Threads/Proc,Dim,CheckSym,MatTranspose,Version
1,16,0.000001,0.000000,SEQ
1,16,0.000001,0.000001,SEQ
1,16,0.000001,0.000001,SEQ
1,16,0.000001,0.000000,SEQ
1,16,0.000001,0.000000,SEQ
1,16,0.000019,0.000003,OMP
1,16,0.000047,0.000008,OMP
1,16,0.000016,0.000002,OMP
1,16,0.000016,0.000002,OMP
1,16,0.000015,0.000002,OMP
2,16,0.000119,0.000011,OMP
2,16,0.000119,0.000010,OMP
2,16,0.000066,0.000009,OMP
2,16,0.000067,0.000009,OMP
2,16,0.000067,0.000008,OMP
3,16,0.000091,0.000011,OMP
3,16,0.000088,0.000010,OMP
3,16,0.000091,0.000022,OMP
3,16,0.000159,0.000011,OMP
3,16,0.000089,0.000010,OMP
4,16,0.000112,0.000014,OMP
4,16,0.000109,0.000010,OMP
4,16,0.000099,0.000011,OMP
4,16,0.000108,0.000014,OMP
4,16,0.000193,0.000017,OMP
5,16,0.000131,0.000016,OMP
5,16,0.000236,0.000023,OMP
5,16,0.000114,0.000009,OMP
5,16,0.000177,0.000012,OMP
5,16,0.000171,0.000012,OMP
6,16,0.000146,0.000012,OMP
6,16,0.000129,0.000012,OMP
6,16,0.000189,0.000014,OMP
6,16,0.000129,0.000012,OMP
6,16,0.000258,0.000017,OMP
7,16,0.000149,0.000010,OMP
7,16,0.000234,0.000015,OMP
7,16,0.000146,0.000013,OMP
7,16,0.000291,0.000015,OMP
7,16,0.000188,0.000012,OMP
8,16,0.000336,0.000018,OMP
8,16,0.000171,0.000012,OMP
8,16,0.000145,0.000013,OMP
8,16,0.000170,0.000017,OMP
8,16,0.000154,0.000015,OMP
9,16,0.000227,0.000016,OMP
9,16,0.000195,0.000013,OMP
9,16,0.000182,0.000011,OMP
9,16,0.000173,0.000015,OMP
9,16,0.000189,0.000016,OMP
10,16,0.000249,0.000015,OMP
10,16,0.000196,0.000014,OMP
10,16,0.000239,0.000011,OMP
10,16,0.000198,0.000013,OMP
10,16,0.000190,0.000018,OMP
11,16,0.000230,0.000014,OMP
11,16,0.000205,0.000016,OMP
11,16,0.000219,0.000014,OMP
11,16,0.000207,0.000016,OMP
11,16,0.000250,0.000013,OMP
12,16,0.000216,0.000022,OMP
12,16,0.000237,0.000013,OMP
12,16,0.000239,0.000014,OMP
12,16,0.000225,0.000014,OMP
12,16,0.000268,0.000012,OMP
13,16,0.000297,0.000014,OMP
13,16,0.000248,0.000012,OMP
13,16,0.000235,0.000015,OMP
13,16,0.000673,0.000018,OMP
13,16,0.000233,0.000013,OMP
14,16,0.000349,0.000011,OMP
14,16,0.000275,0.000012,OMP
14,16,0.000274,0.000015,OMP
14,16,0.000333,0.000015,OMP
14,16,0.000260,0.000025,OMP
15,16,0.000290,0.000025,OMP
15,16,0.000268,0.000013,OMP
15,16,0.000281,0.000014,OMP
15,16,0.000274,0.000014,OMP
15,16,0.000279,0.000020,OMP
16,16,0.000600,0.000016,OMP
16,16,0.000293,0.000013,OMP
16,16,0.000281,0.000017,OMP
16,16,0.000309,0.000015,OMP
16,16,0.000291,0.000018,OMP
17,16,0.000351,0.000021,OMP
17,16,0.000720,0.000017,OMP
17,16,0.000309,0.000016,OMP
17,16,0.000465,0.000014,OMP
17,16,0.000303,0.000019,OMP
18,16,0.000396,0.000015,OMP
18,16,0.000379,0.000023,OMP
18,16,0.000322,0.000018,OMP
18,16,0.000324,0.000018,OMP
18,16,0.000696,0.000015,OMP
19,16,0.000362,0.000019,OMP
19,16,0.000353,0.000018,OMP
19,16,0.000347,0.000024,OMP
19,16,0.000391,0.000018,OMP
19,16,0.000336,0.000020,OMP
20,16,0.000354,0.000015,OMP
20,16,0.000368,0.000018,OMP
20,16,0.000755,0.000024,OMP
20,16,0.000351,0.000019,OMP
20,16,0.000352,0.000023,OMP
21,16,0.000432,0.000016,OMP
21,16,0.000816,0.000023,OMP
21,16,0.000392,0.000032,OMP
21,16,0.000354,0.000015,OMP
21,16,0.000381,0.000017,OMP
22,16,0.000443,0.000021,OMP
22,16,0.000474,0.000021,OMP
22,16,0.000355,0.000025,OMP
22,16,0.000381,0.000015,OMP
22,16,0.000393,0.000018,OMP
23,16,0.000405,0.000014,OMP
23,16,0.000600,0.000024,OMP
23,16,0.000436,0.000022,OMP
23,16,0.000392,0.000018,OMP
23,16,0.000410,0.000018,OMP
24,16,0.000848,0.000029,OMP
24,16,0.000438,0.000025,OMP
24,16,0.000419,0.000019,OMP
24,16,0.000434,0.000017,OMP
24,16,0.000427,0.000019,OMP
25,16,0.000481,0.000020,OMP
25,16,0.000779,0.000021,OMP
25,16,0.000436,0.000021,OMP
25,16,0.000935,0.000032,OMP
25,16,0.000473,0.000032,OMP
26,16,0.001038,0.000024,OMP
26,16,0.000441,0.000018,OMP
26,16,0.000757,0.000022,OMP
26,16,0.000523,0.000020,OMP
26,16,0.000441,0.000017,OMP
27,16,0.000523,0.000019,OMP
27,16,0.000525,0.000018,OMP
27,16,0.000482,0.000023,OMP
27,16,0.000485,0.000021,OMP
27,16,0.000459,0.000024,OMP
28,16,0.000870,0.000020,OMP
28,16,0.000498,0.000018,OMP
28,16,0.000471,0.000017,OMP
28,16,0.000605,0.000023,OMP
28,16,0.000459,0.000020,OMP
29,16,0.000514,0.000018,OMP
29,16,0.001173,0.000022,OMP
29,16,0.000525,0.000021,OMP
29,16,0.001118,0.000020,OMP
29,16,0.000532,0.000018,OMP
30,16,0.000551,0.000018,OMP
30,16,0.000585,0.000032,OMP
30,16,0.001299,0.000024,OMP
30,16,0.000517,0.000021,OMP
30,16,0.000502,0.000020,OMP
31,16,0.000594,0.000026,OMP
31,16,0.000521,0.000021,OMP
31,16,0.000551,0.000028,OMP
31,16,0.000555,0.000022,OMP
31,16,0.000539,0.000020,OMP
32,16,0.000562,0.000022,OMP
32,16,0.000548,0.000035,OMP
32,16,0.000547,0.000020,OMP
32,16,0.000553,0.000021,OMP
32,16,0.000534,0.000021,OMP
33,16,0.000640,0.000022,OMP
33,16,0.000595,0.000021,OMP
33,16,0.000595,0.000037,OMP
33,16,0.000835,0.000035,OMP
33,16,0.000582,0.000026,OMP
34,16,0.000705,0.000024,OMP
34,16,0.000611,0.000027,OMP
34,16,0.000614,0.000026,OMP
34,16,0.000624,0.000020,OMP
34,16,0.001160,0.000026,OMP
35,16,0.000665,0.000023,OMP
35,16,0.000584,0.000026,OMP
35,16,0.000638,0.000023,OMP
35,16,0.000600,0.000027,OMP
35,16,0.000640,0.000021,OMP
36,16,0.001300,0.000027,OMP
36,16,0.000612,0.000021,OMP
36,16,0.000616,0.000024,OMP
36,16,0.000613,0.000022,OMP
36,16,0.000594,0.000022,OMP
37,16,0.000674,0.000027,OMP
37,16,0.001329,0.000025,OMP
37,16,0.000625,0.000025,OMP
37,16,0.000623,0.000023,OMP
37,16,0.000622,0.000024,OMP
38,16,0.001352,0.000020,OMP
38,16,0.000677,0.000027,OMP
38,16,0.001066,0.000026,OMP
38,16,0.000655,0.000019,OMP
38,16,0.001026,0.000026,OMP
39,16,0.000740,0.000027,OMP
39,16,0.001016,0.000024,OMP
39,16,0.000665,0.000028,OMP
39,16,0.000658,0.000028,OMP
39,16,0.000680,0.000025,OMP
40,16,0.000648,0.000023,OMP
40,16,0.000736,0.000028,OMP
40,16,0.001016,0.000022,OMP
40,16,0.000664,0.000023,OMP
40,16,0.000665,0.000023,OMP
41,16,0.000672,0.000024,OMP
41,16,0.000741,0.000023,OMP
41,16,0.000675,0.000023,OMP
41,16,0.000770,0.000024,OMP
41,16,0.000708,0.000031,OMP
42,16,0.000831,0.000027,OMP
42,16,0.000750,0.000038,OMP
42,16,0.000703,0.000028,OMP
42,16,0.000712,0.000037,OMP
42,16,0.001011,0.000028,OMP
43,16,0.000795,0.000033,OMP
43,16,0.001377,0.000030,OMP
43,16,0.000701,0.000025,OMP
43,16,0.000776,0.000026,OMP
43,16,0.000703,0.000027,OMP
44,16,0.000743,0.000028,OMP
44,16,0.000749,0.000027,OMP
44,16,0.000722,0.000026,OMP
44,16,0.000727,0.000033,OMP
44,16,0.000728,0.000025,OMP
45,16,0.000822,0.000027,OMP
45,16,0.001334,0.000027,OMP
45,16,0.000756,0.000039,OMP
45,16,0.001403,0.000033,OMP
45,16,0.000771,0.000035,OMP
46,16,0.001518,0.000031,OMP
46,16,0.000829,0.000026,OMP
46,16,0.000743,0.000026,OMP
46,16,0.000761,0.000034,OMP
46,16,0.001133,0.000027,OMP
47,16,0.000845,0.000024,OMP
47,16,0.001188,0.000033,OMP
47,16,0.000774,0.000026,OMP
47,16,0.000844,0.000039,OMP
47,16,0.000766,0.000027,OMP
48,16,0.000825,0.000027,OMP
48,16,0.000856,0.000026,OMP
48,16,0.000838,0.000036,OMP
48,16,0.000828,0.000022,OMP
48,16,0.001089,0.000027,OMP
49,16,0.000982,0.000026,OMP
49,16,0.001018,0.000025,OMP
49,16,0.000885,0.000030,OMP
49,16,0.000842,0.000027,OMP
49,16,0.000890,0.000026,OMP
50,16,0.001232,0.000029,OMP
50,16,0.000831,0.000031,OMP
50,16,0.000823,0.000029,OMP
50,16,0.000894,0.000041,OMP
50,16,0.000988,0.000030,OMP
51,16,0.000876,0.000028,OMP
51,16,0.001397,0.000032,OMP
51,16,0.000927,0.000031,OMP
51,16,0.000914,0.000038,OMP
51,16,0.000938,0.000038,OMP
52,16,0.000909,0.000033,OMP
52,16,0.000858,0.000031,OMP
52,16,0.000886,0.000027,OMP
52,16,0.000957,0.000026,OMP
52,16,0.001263,0.000028,OMP
53,16,0.001026,0.000029,OMP
53,16,0.000950,0.000036,OMP
53,16,0.000880,0.000033,OMP
53,16,0.001001,0.000032,OMP
53,16,0.000917,0.000033,OMP
54,16,0.000910,0.000045,OMP
54,16,0.000915,0.000044,OMP
54,16,0.001279,0.000028,OMP
54,16,0.001002,0.000064,OMP
54,16,0.001529,0.000035,OMP
55,16,0.000955,0.000039,OMP
55,16,0.001637,0.000035,OMP
55,16,0.000991,0.000026,OMP
55,16,0.001211,0.000031,OMP
55,16,0.000997,0.000031,OMP
56,16,0.001726,0.000041,OMP
56,16,0.000946,0.000034,OMP
56,16,0.001045,0.000041,OMP
56,16,0.000963,0.000041,OMP
56,16,0.001572,0.000031,OMP
57,16,0.001061,0.000051,OMP
57,16,0.001010,0.000034,OMP
57,16,0.000953,0.000037,OMP
57,16,0.001188,0.000031,OMP
57,16,0.001020,0.000034,OMP
58,16,0.001040,0.000057,OMP
58,16,0.000992,0.000029,OMP
58,16,0.000966,0.000038,OMP
58,16,0.001061,0.000028,OMP
58,16,0.000976,0.000034,OMP
59,16,0.000992,0.000043,OMP
59,16,0.001146,0.000035,OMP
59,16,0.000986,0.000039,OMP
59,16,0.001362,0.000037,OMP
59,16,0.001210,0.000033,OMP
60,16,0.001045,0.000040,OMP
60,16,0.001310,0.000036,OMP
60,16,0.001027,0.000029,OMP
60,16,0.001092,0.000031,OMP
60,16,0.001864,0.000042,OMP
61,16,0.001045,0.000032,OMP
61,16,0.001030,0.000042,OMP
61,16,0.001033,0.000046,OMP
61,16,0.001910,0.000039,OMP
61,16,0.001663,0.000031,OMP
62,16,0.001400,0.000033,OMP
62,16,0.001057,0.000040,OMP
62,16,0.001148,0.000044,OMP
62,16,0.001105,0.000049,OMP
62,16,0.001712,0.000041,OMP
63,16,0.001051,0.000042,OMP
63,16,0.001116,0.000050,OMP
63,16,0.001135,0.000040,OMP
63,16,0.001629,0.000039,OMP
63,16,0.001750,0.000041,OMP
64,16,0.001136,0.000035,OMP
64,16,0.001352,0.000034,OMP
64,16,0.001664,0.000032,OMP
64,16,0.001796,0.000037,OMP
64,16,0.001090,0.000036,OMP
65,16,0.001737,0.000035,OMP
65,16,0.001865,0.000041,OMP
65,16,0.001185,0.000034,OMP
65,16,0.001139,0.000051,OMP
65,16,0.001693,0.000036,OMP
66,16,0.001200,0.000036,OMP
66,16,0.001469,0.000037,OMP
66,16,0.001561,0.000035,OMP
66,16,0.001961,0.000034,OMP
66,16,0.001076,0.000035,OMP
67,16,0.001601,0.000042,OMP
67,16,0.001189,0.000036,OMP
67,16,0.001194,0.000041,OMP
67,16,0.001269,0.000046,OMP
67,16,0.001146,0.000040,OMP
68,16,0.001143,0.000056,OMP
68,16,0.001215,0.000037,OMP
68,16,0.001282,0.000039,OMP
68,16,0.001894,0.000031,OMP
68,16,0.001262,0.000044,OMP
69,16,0.001874,0.000041,OMP
69,16,0.001174,0.000051,OMP
69,16,0.001840,0.000042,OMP
69,16,0.001287,0.000035,OMP
69,16,0.001788,0.000038,OMP
70,16,0.001207,0.000051,OMP
70,16,0.001197,0.000038,OMP
70,16,0.001234,0.000045,OMP
70,16,0.001246,0.000048,OMP
70,16,0.001219,0.000049,OMP
71,16,0.001252,0.000037,OMP
71,16,0.001288,0.000040,OMP
71,16,0.001577,0.000043,OMP
71,16,0.001217,0.000052,OMP
71,16,0.001256,0.000038,OMP
72,16,0.001839,0.000040,OMP
72,16,0.001294,0.000045,OMP
72,16,0.001238,0.000039,OMP
72,16,0.001237,0.000051,OMP
72,16,0.001318,0.000052,OMP
73,16,0.001428,0.000042,OMP
73,16,0.001761,0.000033,OMP
73,16,0.001825,0.000040,OMP
73,16,0.001428,0.000042,OMP
73,16,0.001253,0.000051,OMP
74,16,0.001615,0.000049,OMP
74,16,0.001341,0.000042,OMP
74,16,0.001348,0.000051,OMP
74,16,0.001271,0.000068,OMP
74,16,0.001959,0.000039,OMP
75,16,0.001319,0.000039,OMP
75,16,0.001307,0.000041,OMP
75,16,0.001273,0.000037,OMP
75,16,0.001312,0.000043,OMP
75,16,0.001320,0.000042,OMP
76,16,0.001433,0.000043,OMP
76,16,0.001359,0.000056,OMP
76,16,0.001346,0.000039,OMP
76,16,0.001315,0.000046,OMP
76,16,0.002053,0.000038,OMP
77,16,0.002096,0.000043,OMP
77,16,0.001536,0.000045,OMP
77,16,0.001326,0.000046,OMP
77,16,0.001323,0.000039,OMP
77,16,0.001368,0.000038,OMP
78,16,0.001332,0.000041,OMP
78,16,0.001444,0.000042,OMP
78,16,0.001919,0.000044,OMP
78,16,0.001934,0.000040,OMP
78,16,0.001905,0.000046,OMP
79,16,0.001468,0.000045,OMP
79,16,0.001997,0.000040,OMP
79,16,0.001775,0.000053,OMP
79,16,0.001620,0.000055,OMP
79,16,0.001366,0.000054,OMP
80,16,0.001390,0.000046,OMP
80,16,0.001481,0.000043,OMP
80,16,0.001383,0.000052,OMP
80,16,0.001459,0.000040,OMP
80,16,0.001991,0.000040,OMP
81,16,0.001948,0.000047,OMP
81,16,0.001477,0.000041,OMP
81,16,0.001507,0.000046,OMP
81,16,0.002084,0.000039,OMP
81,16,0.001749,0.000061,OMP
82,16,0.001649,0.000046,OMP
82,16,0.001661,0.000051,OMP
82,16,0.002139,0.000045,OMP
82,16,0.001934,0.000044,OMP
82,16,0.001946,0.000046,OMP
83,16,0.002078,0.000051,OMP
83,16,0.002128,0.000045,OMP
83,16,0.001924,0.000041,OMP
83,16,0.001389,0.000043,OMP
83,16,0.001435,0.000052,OMP
84,16,0.002020,0.000041,OMP
84,16,0.001536,0.000046,OMP
84,16,0.001640,0.000043,OMP
84,16,0.001815,0.000045,OMP
84,16,0.001470,0.000042,OMP
85,16,0.001863,0.000051,OMP
85,16,0.001530,0.000046,OMP
85,16,0.003237,0.000048,OMP
85,16,0.001508,0.000045,OMP
85,16,0.001627,0.000052,OMP
86,16,0.001580,0.000047,OMP
86,16,0.003396,0.000048,OMP
86,16,0.001774,0.000050,OMP
86,16,0.001517,0.000046,OMP
86,16,0.002168,0.000042,OMP
87,16,0.001793,0.000050,OMP
87,16,0.001583,0.000042,OMP
87,16,0.002146,0.000048,OMP
87,16,0.004132,0.000058,OMP
87,16,0.001592,0.000053,OMP
88,16,0.001934,0.000052,OMP
88,16,0.002333,0.000061,OMP
88,16,0.001526,0.000061,OMP
88,16,0.001537,0.000055,OMP
88,16,0.003947,0.000049,OMP
89,16,0.002669,0.000050,OMP
89,16,0.002152,0.000049,OMP
89,16,0.002128,0.000046,OMP
89,16,0.002201,0.000045,OMP
89,16,0.001630,0.000048,OMP
90,16,0.002221,0.000059,OMP
90,16,0.001767,0.000053,OMP
90,16,0.005230,0.000051,OMP
90,16,0.001816,0.000064,OMP
90,16,0.001720,0.000070,OMP
91,16,0.004064,0.000051,OMP
91,16,0.004958,0.000053,OMP
91,16,0.002279,0.000052,OMP
91,16,0.003752,0.000046,OMP
91,16,0.004356,0.000050,OMP
92,16,0.008578,0.000045,OMP
92,16,0.009970,0.000094,OMP
92,16,0.004578,0.000055,OMP
92,16,0.002271,0.000060,OMP
92,16,0.002588,0.000063,OMP
93,16,0.009759,0.009487,OMP
93,16,0.010386,0.009496,OMP
93,16,0.001910,0.000051,OMP
93,16,0.002815,0.000055,OMP
93,16,0.010085,0.000138,OMP
94,16,0.010169,0.004859,OMP
94,16,0.003912,0.000057,OMP
94,16,0.010221,0.000081,OMP
94,16,0.010096,0.000106,OMP
94,16,0.010520,0.009514,OMP
95,16,0.011062,0.009576,OMP
95,16,0.009806,0.000107,OMP
95,16,0.009858,0.009536,OMP
95,16,0.008352,0.000047,OMP
95,16,0.005219,0.000057,OMP
96,16,0.009929,0.009594,OMP
96,16,0.009737,0.006655,OMP
96,16,0.009677,0.009469,OMP
96,16,0.010748,0.009497,OMP
96,16,0.010153,0.000060,OMP
1,16,0.000026,0.000001,MPI DT
1,16,0.000023,0.000001,MPI DT
1,16,0.000021,0.000001,MPI DT
1,16,0.000018,0.000001,MPI DT
1,16,0.000025,0.000001,MPI DT
2,16,0.000051,0.000044,MPI DT
2,16,0.000074,0.000031,MPI DT
2,16,0.000108,0.000033,MPI DT
2,16,0.000299,0.000032,MPI DT
2,16,0.000959,0.000032,MPI DT
3,16,0.000493,0.000040,MPI DT
3,16,0.000051,0.000038,MPI DT
3,16,0.000055,0.000058,MPI DT
3,16,0.000554,0.000033,MPI DT
3,16,0.000284,0.000039,MPI DT
4,16,0.000395,0.000034,MPI DT
4,16,0.000634,0.000042,MPI DT
4,16,0.000057,0.000037,MPI DT
4,16,0.000557,0.000035,MPI DT
4,16,0.000279,0.000038,MPI DT
5,16,0.000538,0.000036,MPI DT
5,16,0.000883,0.000040,MPI DT
5,16,0.000812,0.000040,MPI DT
5,16,0.000608,0.000055,MPI DT
5,16,0.000768,0.000057,MPI DT
6,16,0.000915,0.000039,MPI DT
6,16,0.000066,0.000040,MPI DT
6,16,0.000142,0.000053,MPI DT
6,16,0.001214,0.000054,MPI DT
6,16,0.000303,0.000042,MPI DT
7,16,0.000151,0.000046,MPI DT
7,16,0.000550,0.000049,MPI DT
7,16,0.000480,0.000045,MPI DT
7,16,0.000742,0.000047,MPI DT
7,16,0.000891,0.000036,MPI DT
8,16,0.001137,0.000121,MPI DT
8,16,0.000485,0.000062,MPI DT
8,16,0.000386,0.000052,MPI DT
8,16,0.000072,0.000048,MPI DT
8,16,0.000363,0.000051,MPI DT
9,16,0.000220,0.000059,MPI DT
9,16,0.000196,0.000050,MPI DT
9,16,0.000554,0.000040,MPI DT
9,16,0.000162,0.000054,MPI DT
9,16,0.000081,0.000045,MPI DT
10,16,0.000490,0.000510,MPI DT
10,16,0.000472,0.000046,MPI DT
10,16,0.000080,0.000047,MPI DT
10,16,0.000075,0.000044,MPI DT
10,16,0.000499,0.000074,MPI DT
11,16,0.000290,0.000066,MPI DT
11,16,0.000303,0.000066,MPI DT
11,16,0.000639,0.000060,MPI DT
11,16,0.000980,0.000077,MPI DT
11,16,0.000220,0.000061,MPI DT
12,16,0.000072,0.000071,MPI DT
12,16,0.000102,0.000402,MPI DT
12,16,0.000604,0.000058,MPI DT
12,16,0.000593,0.000086,MPI DT
12,16,0.000274,0.000064,MPI DT
13,16,0.000336,0.000074,MPI DT
13,16,0.000861,0.000066,MPI DT
13,16,0.000270,0.000065,MPI DT
13,16,0.000520,0.000057,MPI DT
13,16,0.000148,0.000429,MPI DT
14,16,0.000190,0.000067,MPI DT
14,16,0.000090,0.000058,MPI DT
14,16,0.001178,0.000453,MPI DT
14,16,0.001095,0.000078,MPI DT
14,16,0.000785,0.000067,MPI DT
15,16,0.000189,0.002389,MPI DT
15,16,0.000819,0.000053,MPI DT
15,16,0.000914,0.000061,MPI DT
15,16,0.000663,0.000060,MPI DT
15,16,0.000407,0.000077,MPI DT
16,16,0.000447,0.000548,MPI DT
16,16,0.000088,0.000088,MPI DT
16,16,0.000508,0.000473,MPI DT
16,16,0.000276,0.000469,MPI DT
16,16,0.000552,0.000072,MPI DT
17,16,0.000661,0.000096,MPI DT
17,16,0.000472,0.000491,MPI DT
17,16,0.000100,0.000416,MPI DT
17,16,0.000112,0.000475,MPI DT
17,16,0.000098,0.000411,MPI DT
18,16,0.000242,0.000530,MPI DT
18,16,0.000240,0.000108,MPI DT
18,16,0.000802,0.000444,MPI DT
18,16,0.000487,0.000094,MPI DT
18,16,0.000217,0.000525,MPI DT
19,16,0.000223,0.000542,MPI DT
19,16,0.000244,0.000494,MPI DT
19,16,0.000399,0.000603,MPI DT
19,16,0.000692,0.000484,MPI DT
19,16,0.000207,0.000095,MPI DT
20,16,0.000742,0.000543,MPI DT
20,16,0.000128,0.000112,MPI DT
20,16,0.000093,0.000568,MPI DT
20,16,0.000568,0.000486,MPI DT
20,16,0.000092,0.000540,MPI DT
21,16,0.000138,0.000512,MPI DT
21,16,0.000092,0.000498,MPI DT
21,16,0.000657,0.000468,MPI DT
21,16,0.000104,0.000482,MPI DT
21,16,0.000538,0.000541,MPI DT
22,16,0.000099,0.000569,MPI DT
22,16,0.000321,0.000445,MPI DT
22,16,0.001050,0.000536,MPI DT
22,16,0.000345,0.006472,MPI DT
22,16,0.000093,0.000485,MPI DT
23,16,0.000235,0.000492,MPI DT
23,16,0.000340,0.000556,MPI DT
23,16,0.000122,0.000503,MPI DT
23,16,0.000497,0.000560,MPI DT
23,16,0.000937,0.000502,MPI DT
24,16,0.000870,0.000159,MPI DT
24,16,0.001014,0.000517,MPI DT
24,16,0.000758,0.000549,MPI DT
24,16,0.000372,0.000117,MPI DT
24,16,0.000494,0.000593,MPI DT
25,16,0.000427,0.000499,MPI DT
25,16,0.000417,0.000526,MPI DT
25,16,0.000260,0.000504,MPI DT
25,16,0.000575,0.000466,MPI DT
25,16,0.001016,0.000508,MPI DT
26,16,0.000770,0.000547,MPI DT
26,16,0.000268,0.000993,MPI DT
26,16,0.001034,0.000607,MPI DT
26,16,0.001341,0.001445,MPI DT
26,16,0.000160,0.000544,MPI DT
27,16,0.000292,0.000584,MPI DT
27,16,0.000279,0.000512,MPI DT
27,16,0.000792,0.000538,MPI DT
27,16,0.000420,0.000480,MPI DT
27,16,0.000710,0.000559,MPI DT
28,16,0.000417,0.000570,MPI DT
28,16,0.000181,0.000840,MPI DT
28,16,0.000115,0.000535,MPI DT
28,16,0.000114,0.000556,MPI DT
28,16,0.000184,0.000554,MPI DT
29,16,0.000113,0.000582,MPI DT
29,16,0.000726,0.000592,MPI DT
29,16,0.000280,0.000505,MPI DT
29,16,0.000199,0.000567,MPI DT
29,16,0.000169,0.000567,MPI DT
30,16,0.000262,0.000535,MPI DT
30,16,0.000159,0.000551,MPI DT
30,16,0.000097,0.000598,MPI DT
30,16,0.001194,0.000529,MPI DT
30,16,0.000563,0.000563,MPI DT
31,16,0.001327,0.000539,MPI DT
31,16,0.000247,0.000541,MPI DT
31,16,0.000324,0.000582,MPI DT
31,16,0.000401,0.000530,MPI DT
31,16,0.001502,0.000520,MPI DT
32,16,0.001163,0.000544,MPI DT
32,16,0.000530,0.000196,MPI DT
32,16,0.000462,0.000551,MPI DT
32,16,0.000324,0.000570,MPI DT
32,16,0.000306,0.000531,MPI DT
33,16,0.000937,0.000650,MPI DT
33,16,0.001326,0.000563,MPI DT
33,16,0.000495,0.000536,MPI DT
33,16,0.000427,0.000531,MPI DT
33,16,0.000118,0.002526,MPI DT
34,16,0.000133,0.000579,MPI DT
34,16,0.000139,0.000626,MPI DT
34,16,0.000397,0.000551,MPI DT
34,16,0.000128,0.000587,MPI DT
34,16,0.000159,0.000585,MPI DT
35,16,0.000588,0.000178,MPI DT
35,16,0.000290,0.000581,MPI DT
35,16,0.000404,0.000557,MPI DT
35,16,0.000464,0.000199,MPI DT
35,16,0.000602,0.000182,MPI DT
36,16,0.000458,0.000568,MPI DT
36,16,0.000585,0.000584,MPI DT
36,16,0.000165,0.000546,MPI DT
36,16,0.000461,0.000577,MPI DT
36,16,0.001055,0.000569,MPI DT
37,16,0.000146,0.000586,MPI DT
37,16,0.000137,0.000180,MPI DT
37,16,0.000132,0.001093,MPI DT
37,16,0.000122,0.000605,MPI DT
37,16,0.001510,0.000540,MPI DT
38,16,0.000498,0.000653,MPI DT
38,16,0.000235,0.000610,MPI DT
38,16,0.000196,0.000592,MPI DT
38,16,0.001673,0.000207,MPI DT
38,16,0.000145,0.005892,MPI DT
39,16,0.000332,0.000651,MPI DT
39,16,0.000387,0.000619,MPI DT
39,16,0.000196,0.000628,MPI DT
39,16,0.000491,0.000610,MPI DT
39,16,0.000142,0.000214,MPI DT
40,16,0.000499,0.000715,MPI DT
40,16,0.000500,0.000604,MPI DT
40,16,0.001270,0.001551,MPI DT
40,16,0.000284,0.000581,MPI DT
40,16,0.000142,0.000647,MPI DT
41,16,0.000224,0.000595,MPI DT
41,16,0.000138,0.000618,MPI DT
41,16,0.000488,0.000570,MPI DT
41,16,0.000188,0.000538,MPI DT
41,16,0.000223,0.000539,MPI DT
42,16,0.000292,0.000581,MPI DT
42,16,0.000180,0.000306,MPI DT
42,16,0.000307,0.001821,MPI DT
42,16,0.000489,0.000614,MPI DT
42,16,0.000139,0.000642,MPI DT
43,16,0.000243,0.000254,MPI DT
43,16,0.000459,0.000657,MPI DT
43,16,0.000404,0.000636,MPI DT
43,16,0.000330,0.001579,MPI DT
43,16,0.000302,0.000303,MPI DT
44,16,0.000144,0.000591,MPI DT
44,16,0.000324,0.000721,MPI DT
44,16,0.000702,0.000623,MPI DT
44,16,0.000308,0.000664,MPI DT
44,16,0.000486,0.000703,MPI DT
45,16,0.001104,0.000593,MPI DT
45,16,0.000392,0.000630,MPI DT
45,16,0.000447,0.000585,MPI DT
45,16,0.000257,0.000635,MPI DT
45,16,0.000287,0.000601,MPI DT
46,16,0.000192,0.000636,MPI DT
46,16,0.000277,0.000670,MPI DT
46,16,0.000423,0.002379,MPI DT
46,16,0.000135,0.000611,MPI DT
46,16,0.000525,0.000595,MPI DT
47,16,0.000587,0.000582,MPI DT
47,16,0.000490,0.000577,MPI DT
47,16,0.000419,0.000630,MPI DT
47,16,0.000196,0.000624,MPI DT
47,16,0.000578,0.000598,MPI DT
48,16,0.000185,0.000640,MPI DT
48,16,0.000176,0.000633,MPI DT
48,16,0.000172,0.000722,MPI DT
48,16,0.000190,0.000701,MPI DT
48,16,0.000176,0.000632,MPI DT
49,16,0.000171,0.000749,MPI DT
49,16,0.000495,0.000602,MPI DT
49,16,0.000197,0.000633,MPI DT
49,16,0.000502,0.000583,MPI DT
49,16,0.000191,0.000668,MPI DT
50,16,0.000177,0.000694,MPI DT
50,16,0.000551,0.000271,MPI DT
50,16,0.000792,0.000662,MPI DT
50,16,0.000673,0.000684,MPI DT
50,16,0.000658,0.001681,MPI DT
51,16,0.000194,0.000639,MPI DT
51,16,0.000229,0.000795,MPI DT
51,16,0.001214,0.000636,MPI DT
51,16,0.000532,0.001972,MPI DT
51,16,0.001307,0.000587,MPI DT
52,16,0.000152,0.000810,MPI DT
52,16,0.000219,0.000675,MPI DT
52,16,0.000668,0.000700,MPI DT
52,16,0.001138,0.000653,MPI DT
52,16,0.000215,0.000315,MPI DT
53,16,0.000244,0.000694,MPI DT
